,Tweets,Writer
175,"i know that the lockdown restrictions have been difficult, and that many will be suffering from loneliness and feelings of isolation. 

if you know someone who may be alone at this time, give them a call and let them know that you care.

lonelinessawarenessweek (1/2)",BorisJohnson
176,"i was delighted to meet those working at westfield shopping centre, stratford, where i saw adjustments being made to ensure customers can shop safely. 

this week, as shops start reopening in england, remember to follow social distancing rules to protect yourself and others. ",BorisJohnson
177,"today i visited westfield shopping centre in east london, to meet some of the people who work there. they've been working very hard to get ready to reopen tomorrow when we're hoping people will return to the shops. ",BorisJohnson
178,"while those affected by grenfell are not able to gather in person, i want you to know that all of us in this country are with you in spirit.
 
i remain absolutely committed to uncovering the causes of this tragedy, and ensuring it is never repeated. ",BorisJohnson
179,racist thuggery has no place on our streets. anyone attacking the police will be met with full force of the law. these marches &amp; protests have been subverted by violence and breach current guidelines. racism has no part in the uk and we must work together to make that a reality.,BorisJohnson
180,the only responsible course of action is to stay away from these protests. 8/8,BorisJohnson
181,but it is clear that the protests have been sadly hijacked by extremists intent on violence. the attacks on the police and indiscriminate acts of violence which we have witnessed over the last week are intolerable and they are abhorrent. 7/8,BorisJohnson
182,whatever progress this country has made in fighting racism - and it has been huge - we all recognise that there is much more work to do. 6/8,BorisJohnson
183,"as for the planned demonstrations, we all understand the legitimate feelings of outrage at what happened in minnesota and the legitimate desire to protest against discrimination. 5/8",BorisJohnson
184,"they had different perspectives, different understandings of right and wrong. but those statues teach us about our past, with all its faults. to tear them down would be to lie about our history, and impoverish the education of generations to come. 4/8",BorisJohnson
185,we cannot now try to edit or censor our past. we cannot pretend to have a different history. the statues in our cities and towns were put up by previous generations. 3/8,BorisJohnson
186,"it is absurd and shameful that this national monument should today be at risk of attack by violent protestors. yes, he sometimes expressed opinions that were and are unacceptable to us today, but he was a hero, and he fully deserves his memorial. 2/8",BorisJohnson
187,the statue of winston churchill in parliament square is a permanent reminder of his achievement in saving this country – and the whole of europe – from a fascist and racist tyranny. 1/8,BorisJohnson
188,"from this weekend, single adult households, including single parents with children under 18, can form a support bubble with one other household. 

we are making this intervention so that those who have been living alone for a long time can reconnect with loved ones. ",BorisJohnson
189,"earlier this week i spoke to members of staff at foxholes care home in hertfordshire, to thank them all for their work throughout the coronavirus pandemic and beyond. 

carersweek ",BorisJohnson
190,"we must all continue to remember those on the frontline battling this disease, and members of society who are vulnerable - and continue to do all we can to stop the spread of coronavirus. 
 
by doing the right thing and following the rules, you are helping to save lives.",BorisJohnson
191,"i want to say thank you, from the bottom of my heart, to all carers in the uk helping us through this pandemic. 
 
whether you work as a carer, or are caring for someone at home, your compassion and strength at this time is a beacon of hope for us all. 
 
 carersweek",BorisJohnson
192,"let us work peacefully and lawfully to defeat racism and discrimination wherever we find it, and let us continue to work together as we put britain back on its feet. ",BorisJohnson
193,people have a right to protest peacefully &amp; while observing social distancing but they have no right to attack the police. these demonstrations have been subverted by thuggery - and they are a betrayal of the cause they purport to serve. those responsible will be held to account.,BorisJohnson
194,"together we have made it through the peak, but we’re not yet back to normal.

please continue to stayalert, keep 2 metres away from others and wash your hands regularly. 

if you have symptoms of coronavirus, self-isolate and apply for a home testing kit  ",BorisJohnson
